_id,Year,County Name,Race/Ethnicity,No Early Prenatal Care,Births,SUIDS,Infant Dealths Counts,Preterm Birth,Female Population Age 15-44
1294,2015,Cass,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
1295,2015,Fayette,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,47
1296,2015,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1297,2015,LaPorte,Non-Hispanic Black,137,199,Suppressed,Suppressed,22,2086
1298,2015,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2
1299,2015,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
1300,2015,Porter,Non-Hispanic Black,37,94,Suppressed,Suppressed,Suppressed,1547
1301,2015,Washington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1302,2015,Wells,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,26
1303,2016,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
1304,2016,Daviess,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,82
1305,2016,Jasper,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
1306,2016,Rush,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,26
1307,2016,Tippecanoe,Non-Hispanic Black,122,272,Suppressed,Suppressed,35,2662
1308,2016,Vermillion,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1309,2016,Wells,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
1310,2017,Floyd,Non-Hispanic Black,33,80,Suppressed,Suppressed,12,882
1311,2017,Jay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1312,2017,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,4
1313,2017,Shelby,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,92
1314,2017,Steuben,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,49
1315,2017,Wells,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1316,2018,De Kalb,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,31
1317,2018,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
1318,2018,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,33
1319,2018,Porter,Non-Hispanic Black,39,109,Suppressed,Suppressed,15,1672
1320,2018,Pulaski,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
1321,2018,Wabash,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,80
1322,2019,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1323,2019,Floyd,Non-Hispanic Black,15,62,Suppressed,Suppressed,Suppressed,913
1324,2019,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,32
1325,2019,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,6
1326,2019,Noble,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
1327,2019,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2
1328,2019,Scott,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,20
1329,2019,Spencer,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,25
1330,2019,Warrick,Non-Hispanic Black,Suppressed,18,Suppressed,Suppressed,Suppressed,183
1331,2014,Allen,Hispanic,230,469,Suppressed,Suppressed,37,5907
1332,2014,Decatur,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
1333,2014,Marshall,Hispanic,30,70,Suppressed,Suppressed,Suppressed,985
1334,2014,Monroe,Hispanic,19,49,Suppressed,Suppressed,Suppressed,1456
1335,2014,Montgomery,Hispanic,Suppressed,34,Suppressed,Suppressed,Suppressed,361
1336,2014,Posey,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
1337,2014,Steuben,Hispanic,13,18,Suppressed,Suppressed,Suppressed,224
1338,2014,Washington,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,85
1339,2014,White,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,391
1340,2015,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,92
1341,2015,Clay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,81
1342,2015,Delaware,Hispanic,Suppressed,23,Suppressed,Suppressed,Suppressed,710
1343,2015,Harrison,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,143
1344,2015,Huntington,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,187
1345,2015,Johnson,Hispanic,33,84,Suppressed,Suppressed,Suppressed,1189
1346,2015,Monroe,Hispanic,21,63,Suppressed,Suppressed,Suppressed,1502
1347,2015,Starke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,176
1348,2016,Allen,Hispanic,196,461,Suppressed,Suppressed,33,6123
1349,2016,Hancock,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,417
1350,2016,Jennings,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,133
1351,2016,Kosciusko,Hispanic,67,107,Suppressed,Suppressed,Suppressed,1386
1352,2016,Monroe,Hispanic,14,57,Suppressed,Suppressed,Suppressed,1564
1353,2016,Pike,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1354,2016,Randolph,Hispanic,Suppressed,21,Suppressed,Suppressed,Suppressed,164
1355,2016,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,62
1356,2016,Wabash,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,195
1357,2016,Warrick,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,246
1358,2017,Hendricks,Hispanic,24,82,Suppressed,Suppressed,12,1540
1359,2017,Jefferson,Hispanic,Suppressed,21,Suppressed,Suppressed,Suppressed,241
1360,2017,Marshall,Hispanic,Suppressed,99,Suppressed,Suppressed,Suppressed,1054
1361,2017,Porter,Hispanic,36,139,Suppressed,Suppressed,Suppressed,4102
1362,2017,Starke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,181
1363,2017,Vanderburgh,Hispanic,44,92,Suppressed,Suppressed,Suppressed,1129
1364,2017,White,Hispanic,Suppressed,44,Suppressed,Suppressed,Suppressed,445
1365,2018,Grant,Hispanic,Suppressed,51,Suppressed,Suppressed,Suppressed,610
1366,2018,Henry,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,159
1367,2018,Howard,Hispanic,Suppressed,23,Suppressed,Suppressed,Suppressed,591
1368,2018,Marion,Hispanic,1199,2119,Suppressed,8,212,23203
1369,2018,Martin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,24
1370,2018,Orange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
1371,2018,St. Joseph,Hispanic,210,463,Suppressed,Suppressed,54,5730
1372,2018,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,26
1373,2018,Vanderburgh,Hispanic,39,90,Suppressed,Suppressed,Suppressed,1150
1374,2018,Vigo,Hispanic,Suppressed,17,Suppressed,Suppressed,Suppressed,532
1375,2018,Warren,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,44
1376,2019,Clay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,81
1377,2019,Knox,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,194
1378,2019,Lagrange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,378
1379,2019,Orange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,70
1380,2019,Pike,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
1381,2014,Clay,Non-Hispanic White,Suppressed,297,Suppressed,Suppressed,40,4656
1382,2014,Dearborn,Non-Hispanic White,104,494,Suppressed,Suppressed,Suppressed,8336
1383,2014,Delaware,Non-Hispanic White,242,1070,Suppressed,10,127,23294
1384,2014,LaPorte,Non-Hispanic White,393,1013,Suppressed,5,96,14855
1385,2014,Madison,Non-Hispanic White,265,1223,Suppressed,Suppressed,115,20054
1386,2014,Pike,Non-Hispanic White,35,Suppressed,Suppressed,Suppressed,Suppressed,1976
1387,2014,Switzerland,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1676
1388,2015,Bartholomew,Non-Hispanic White,260,813,Suppressed,9,74,12249
1389,2015,Cass,Non-Hispanic White,114,335,Suppressed,Suppressed,37,5213
1390,2015,Elkhart,Non-Hispanic White,844,2223,Suppressed,15,195,28100
1391,2015,Lagrange,Non-Hispanic White,419,727,Suppressed,5,Suppressed,6571
1392,2015,Marshall,Non-Hispanic White,193,499,Suppressed,Suppressed,38,7026
1393,2015,Morgan,Non-Hispanic White,Suppressed,760,Suppressed,Suppressed,Suppressed,11969
1394,2015,Putnam,Non-Hispanic White,62,351,Suppressed,Suppressed,Suppressed,6331
1395,2016,Montgomery,Non-Hispanic White,103,407,Suppressed,Suppressed,Suppressed,5947
1396,2016,Posey,Non-Hispanic White,Suppressed,249,Suppressed,Suppressed,Suppressed,4151
1397,2016,Wabash,Non-Hispanic White,119,338,Suppressed,Suppressed,Suppressed,5192
1398,2017,Dearborn,Non-Hispanic White,111,464,Suppressed,Suppressed,40,8299
1399,2017,Huntington,Non-Hispanic White,92,403,Suppressed,Suppressed,Suppressed,6247
1400,2017,Vermillion,Non-Hispanic White,Suppressed,164,Suppressed,Suppressed,Suppressed,2497
1401,2017,Wabash,Non-Hispanic White,Suppressed,304,Suppressed,Suppressed,Suppressed,5164
1402,2018,Bartholomew,Non-Hispanic White,195,731,Suppressed,Suppressed,65,11811
1403,2018,Miami,Non-Hispanic White,82,336,Suppressed,Suppressed,Suppressed,5144
1404,2018,Putnam,Non-Hispanic White,Suppressed,357,Suppressed,Suppressed,22,6367
1405,2018,Shelby,Non-Hispanic White,85,444,Suppressed,7,44,7107
1406,2018,Spencer,Non-Hispanic White,25,148,Suppressed,Suppressed,Suppressed,3114
1407,2018,Washington,Non-Hispanic White,Suppressed,295,Suppressed,Suppressed,17,4704
1408,2018,Wells,Non-Hispanic White,94,321,Suppressed,Suppressed,Suppressed,4446
1409,2019,Adams,Non-Hispanic White,399,623,Suppressed,7,Suppressed,5724
1410,2019,Allen,Non-Hispanic White,1372,3531,Suppressed,16,321,52747
1411,2019,Boone,Non-Hispanic White,133,756,Suppressed,Suppressed,67,11198
1412,2019,Floyd,Non-Hispanic White,107,544,Suppressed,Suppressed,19,12707
1413,2019,Huntington,Non-Hispanic White,77,364,Suppressed,Suppressed,Suppressed,6201
1414,2019,Jennings,Non-Hispanic White,72,300,Suppressed,Suppressed,Suppressed,4556
1415,2019,Shelby,Non-Hispanic White,89,439,Suppressed,Suppressed,Suppressed,7109
1416,2014,Greene,All,107,346,Suppressed,Suppressed,33,5542
1417,2014,Hendricks,All,406,1797,Suppressed,6,167,30484
1418,2014,Lake,All,1934,6080,5,47,598,95241
1419,2014,Morgan,All,196,743,Suppressed,Suppressed,60,12531
1420,2014,Perry,All,62,177,Suppressed,Suppressed,13,2986
1421,2014,Posey,All,63,265,Suppressed,Suppressed,32,4416
1422,2014,Rush,All,74,200,Suppressed,Suppressed,13,2932
1423,2014,Warrick,All,150,664,Suppressed,7,67,10836
1424,2014,Wayne,All,275,765,Suppressed,6,57,12119
1425,2015,Elkhart,All,1342,3188,Suppressed,28,301,38993
1426,2015,Miami,All,97,374,Suppressed,Suppressed,32,5846
1427,2015,Scott,All,100,300,Suppressed,Suppressed,32,4348
1428,2015,Steuben,All,132,416,Suppressed,Suppressed,31,5883
1429,2015,Vigo,All,432,1285,Suppressed,10,133,21714
1430,2015,Warrick,All,109,683,Suppressed,Suppressed,69,11005
1431,2016,Benton,All,30,114,Suppressed,Suppressed,10,1461
1432,2016,Grant,All,161,688,Suppressed,5,71,13188
1433,2016,Howard,All,274,993,Suppressed,8,74,14765
1434,2016,Jackson,All,199,635,Suppressed,Suppressed,48,7983
1435,2016,Randolph,All,79,295,Suppressed,Suppressed,38,4270
1436,2016,Vermillion,All,46,155,Suppressed,Suppressed,16,2620
1437,2016,Wabash,All,126,353,Suppressed,Suppressed,32,5618
1438,2016,Warrick,All,103,638,Suppressed,Suppressed,56,11022
1439,2017,Crawford,All,42,121,Suppressed,Suppressed,11,1728
1440,2017,Jefferson,All,84,376,Suppressed,Suppressed,34,6383
1441,2017,Monroe,All,254,1250,Suppressed,Suppressed,91,39071
1442,2017,Scott,All,93,275,Suppressed,Suppressed,25,4358
1443,2017,Union,All,18,69,Suppressed,Suppressed,Suppressed,1221
1444,2017,Vermillion,All,69,170,Suppressed,Suppressed,10,2603
1445,2018,Adams,All,394,649,Suppressed,5,57,6163
1446,2018,Bartholomew,All,292,1030,Suppressed,Suppressed,92,15263
1447,2018,Benton,All,33,108,Suppressed,Suppressed,12,1471
1448,2018,Fayette,All,79,272,Suppressed,Suppressed,23,4025
1449,2018,Floyd,All,239,853,Suppressed,9,77,14738
1450,2018,Knox,All,117,407,Suppressed,Suppressed,51,6577
1451,2018,Newton,All,55,161,Suppressed,Suppressed,15,2272
1452,2018,Randolph,All,67,269,Suppressed,Suppressed,40,4189
1453,2019,Blackford,All,35,125,Suppressed,Suppressed,14,1893
1454,2019,Cass,All,147,461,Suppressed,Suppressed,41,6596
1455,2019,Decatur,All,65,291,Suppressed,Suppressed,29,4736
1456,2019,Shelby,All,110,482,Suppressed,Suppressed,36,7826
1457,2019,Wayne,All,265,785,Suppressed,7,106,11781
1458,2014,Bartholomew,Non-Hispanic Black,13,34,Suppressed,Suppressed,Suppressed,316
1459,2014,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1460,2014,Boone,Non-Hispanic Black,Suppressed,17,Suppressed,Suppressed,Suppressed,198
1461,2014,Clay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1462,2014,Dubois,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
1463,2014,Jasper,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,62
1464,2014,Johnson,Non-Hispanic Black,19,43,Suppressed,Suppressed,Suppressed,523
1465,2014,Knox,Non-Hispanic Black,Suppressed,12,Suppressed,Suppressed,Suppressed,358
1466,2014,Rush,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
1467,2014,St. Joseph,Non-Hispanic Black,303,653,Suppressed,Suppressed,65,7696
1468,2015,Dearborn,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
1469,2015,Hendricks,Non-Hispanic Black,31,91,Suppressed,Suppressed,Suppressed,1913
1470,2015,Lagrange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,25
1471,2015,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
1472,2015,Montgomery,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,53
1473,2015,Parke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,259
1474,2016,Brown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1475,2016,Carroll,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1476,2016,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1477,2016,Jay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1478,2016,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2
1479,2016,Porter,Non-Hispanic Black,32,92,Suppressed,Suppressed,12,1516
1480,2016,Starke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1481,2016,Switzerland,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,6
1482,2016,White,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,20
1483,2017,Hendricks,Non-Hispanic Black,44,107,Suppressed,Suppressed,Suppressed,2229
1484,2017,Jackson,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,67
1485,2017,Spencer,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1486,2017,Vermillion,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1487,2018,Bartholomew,Non-Hispanic Black,15,41,Suppressed,Suppressed,Suppressed,332
1488,2018,Floyd,Non-Hispanic Black,17,47,Suppressed,Suppressed,Suppressed,906
1489,2018,Jay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1490,2018,Madison,Non-Hispanic Black,39,133,Suppressed,Suppressed,25,1872
1491,2018,Marion,Non-Hispanic Black,2265,4757,8,60,652,63226
1492,2018,Spencer,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
1493,2018,Vermillion,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
1494,2019,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
1495,2019,Brown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1496,2019,Harrison,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
1497,2019,Madison,Non-Hispanic Black,41,148,Suppressed,Suppressed,16,1844
1498,2019,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1499,2019,Randolph,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1500,2019,Vanderburgh,Non-Hispanic Black,105,317,Suppressed,Suppressed,51,3738
1501,2019,Vigo,Non-Hispanic Black,36,91,Suppressed,Suppressed,12,1645
1502,2019,White,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
1503,2019,Whitley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,16
1504,2014,Brown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,56
1505,2014,Clark,Hispanic,68,117,Suppressed,Suppressed,Suppressed,1284
1506,2014,De Kalb,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,259
1507,2014,Delaware,Hispanic,Suppressed,21,Suppressed,Suppressed,Suppressed,709
1508,2014,Fayette,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,34
1509,2014,LaPorte,Hispanic,Suppressed,110,Suppressed,Suppressed,Suppressed,1418
1510,2014,Rush,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1511,2014,Scott,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,99
1512,2014,Warren,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,33
1513,2014,Wells,Hispanic,Suppressed,15,Suppressed,Suppressed,Suppressed,145
1514,2015,Adams,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,324
1515,2015,Dubois,Hispanic,Suppressed,72,Suppressed,Suppressed,Suppressed,656
1516,2015,Grant,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,598
1517,2015,Jay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,111
1518,2015,Jefferson,Hispanic,Suppressed,29,Suppressed,Suppressed,Suppressed,218
1519,2015,LaPorte,Hispanic,Suppressed,115,Suppressed,Suppressed,Suppressed,1499
1520,2015,Wells,Hispanic,Suppressed,14,Suppressed,Suppressed,Suppressed,145
1521,2016,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,80
1522,2016,Clay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,81
1523,2016,Dearborn,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,129
1524,2016,Dubois,Hispanic,Suppressed,72,Suppressed,Suppressed,10,631
1525,2016,Knox,Hispanic,Suppressed,16,Suppressed,Suppressed,Suppressed,169
1526,2016,Miami,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,197
1527,2016,Newton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,186
1528,2016,Pulaski,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,89
1529,2016,Tipton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,93
1530,2016,Wayne,Hispanic,Suppressed,26,Suppressed,Suppressed,Suppressed,388
1531,2017,De Kalb,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,297
1532,2017,Howard,Hispanic,Suppressed,37,Suppressed,Suppressed,Suppressed,603
1533,2017,Monroe,Hispanic,16,53,Suppressed,Suppressed,Suppressed,1562
1534,2017,Owen,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,60
1535,2017,Putnam,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,156
1536,2018,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,75
1537,2018,Brown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,56
1538,2018,Crawford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,32
1539,2018,Decatur,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,108
1540,2018,Monroe,Hispanic,12,48,Suppressed,Suppressed,Suppressed,1593
1541,2018,Noble,Hispanic,48,93,Suppressed,Suppressed,Suppressed,1148
1542,2018,Pike,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,47
1543,2018,Unknown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1544,2019,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,81
1545,2019,Crawford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,35
1546,2019,Floyd,Hispanic,17,35,Suppressed,Suppressed,Suppressed,697
1547,2019,Huntington,Hispanic,Suppressed,16,Suppressed,Suppressed,Suppressed,236
1548,2019,Jennings,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,155
1549,2019,Marion,Hispanic,1341,2393,Suppressed,17,246,23903
1550,2019,Martin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1551,2019,Vigo,Hispanic,Suppressed,23,Suppressed,Suppressed,Suppressed,555
1552,2014,Brown,Non-Hispanic White,27,Suppressed,Suppressed,Suppressed,Suppressed,2074
1553,2014,Clinton,Non-Hispanic White,93,354,Suppressed,Suppressed,27,4669
1554,2014,Daviess,Non-Hispanic White,184,492,Suppressed,6,Suppressed,5346
1555,2014,Huntington,Non-Hispanic White,127,407,Suppressed,Suppressed,Suppressed,6459
1556,2014,Jennings,Non-Hispanic White,Suppressed,351,Suppressed,Suppressed,42,4909
1557,2014,Morgan,Non-Hispanic White,186,720,Suppressed,Suppressed,60,12003
1558,2014,Posey,Non-Hispanic White,Suppressed,254,Suppressed,Suppressed,Suppressed,4245
1559,2014,Steuben,Non-Hispanic White,108,342,Suppressed,Suppressed,Suppressed,5532
1560,2014,Union,Non-Hispanic White,21,82,Suppressed,Suppressed,Suppressed,1237
1561,2014,Warrick,Non-Hispanic White,136,630,Suppressed,Suppressed,Suppressed,10021
1562,2015,Clay,Non-Hispanic White,117,336,Suppressed,Suppressed,38,4651
1563,2015,De Kalb,Non-Hispanic White,Suppressed,517,Suppressed,Suppressed,Suppressed,7307
1564,2015,Fountain,Non-Hispanic White,52,191,Suppressed,Suppressed,Suppressed,2638
1565,2015,Franklin,Non-Hispanic White,Suppressed,220,Suppressed,Suppressed,Suppressed,3807
1566,2015,Hendricks,Non-Hispanic White,296,1539,Suppressed,Suppressed,142,25930
1567,2016,Clay,Non-Hispanic White,Suppressed,304,Suppressed,Suppressed,39,4505
1568,2016,Dubois,Non-Hispanic White,74,484,Suppressed,6,54,6537
1569,2016,Hendricks,Non-Hispanic White,299,1523,Suppressed,Suppressed,147,25865
1570,2016,Lagrange,Non-Hispanic White,391,705,Suppressed,Suppressed,44,6681
1571,2016,Lawrence,Non-Hispanic White,129,475,Suppressed,6,42,7308
1572,2016,Orange,Non-Hispanic White,Suppressed,227,Suppressed,Suppressed,Suppressed,3133
1573,2016,Starke,Non-Hispanic White,87,267,Suppressed,Suppressed,Suppressed,3728
1574,2016,Sullivan,Non-Hispanic White,Suppressed,Suppressed,Suppressed,5,17,3197
1575,2016,White,Non-Hispanic White,70,247,Suppressed,Suppressed,15,3364
1576,2017,Adams,Non-Hispanic White,390,669,Suppressed,8,Suppressed,5691
1577,2017,Fountain,Non-Hispanic White,Suppressed,178,Suppressed,Suppressed,18,2578
1578,2017,Jefferson,Non-Hispanic White,72,344,Suppressed,Suppressed,Suppressed,5760
1579,2017,Kosciusko,Non-Hispanic White,501,926,Suppressed,Suppressed,73,12710
1580,2017,Lagrange,Non-Hispanic White,407,727,Suppressed,6,Suppressed,6675
1581,2017,Sullivan,Non-Hispanic White,56,205,Suppressed,Suppressed,Suppressed,3174
1582,2018,Blackford,Non-Hispanic White,34,Suppressed,Suppressed,Suppressed,14,1799
1583,2018,Clinton,Non-Hispanic White,79,326,Suppressed,Suppressed,Suppressed,4544
1584,2018,Franklin,Non-Hispanic White,69,161,Suppressed,Suppressed,Suppressed,3659
1585,2018,Greene,Non-Hispanic White,Suppressed,361,Suppressed,Suppressed,Suppressed,5050
1586,2018,Jackson,Non-Hispanic White,98,450,Suppressed,Suppressed,36,6949
1587,2018,Jefferson,Non-Hispanic White,68,307,Suppressed,Suppressed,28,5729
1588,2018,Jennings,Non-Hispanic White,101,302,Suppressed,Suppressed,18,4585
1589,2018,Martin,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1557
1590,2018,Noble,Non-Hispanic White,213,536,Suppressed,Suppressed,Suppressed,7207
1591,2018,Porter,Non-Hispanic White,358,1343,Suppressed,Suppressed,129,25290
1592,2018,Randolph,Non-Hispanic White,53,237,Suppressed,Suppressed,Suppressed,3891
1593,2018,Sullivan,Non-Hispanic White,Suppressed,212,Suppressed,Suppressed,Suppressed,3120
1594,2018,Switzerland,Non-Hispanic White,37,109,Suppressed,Suppressed,Suppressed,1680
1595,2019,Benton,Non-Hispanic White,Suppressed,98,Suppressed,Suppressed,Suppressed,1364
1596,2019,Brown,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2043
1597,2019,De Kalb,Non-Hispanic White,225,525,Suppressed,Suppressed,Suppressed,7360
1598,2019,Elkhart,Non-Hispanic White,720,1995,Suppressed,14,151,27470
1599,2019,Henry,Non-Hispanic White,95,433,Suppressed,Suppressed,Suppressed,7296
1600,2019,Jackson,Non-Hispanic White,119,450,Suppressed,Suppressed,61,6872
