COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Delaware ,1758,758,347,381,370,346,367,228,185,125,69,367,244,415,1375,50,359,2065,2512,188,650,846,294,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2516,7719,2021.03.28 22:00:05
Dubois ,338,106,54,58,79,56,60,37,32,24,,96,37,111,184,,,411,437,80,184,121,22,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,444,1276,2021.03.28 22:00:05
Elkhart ,2831,970,470,630,694,552,420,292,249,170,109,573,364,485,2198,71,733,2541,3729,450,1301,1353,271,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,3801,11011,2021.03.28 22:00:05
Fayette ,248,122,34,49,67,64,62,35,23,,,87,43,67,163,,,357,367,26,101,75,72,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,371,1584,2021.03.28 22:00:05
Floyd ,759,259,99,150,198,161,141,93,68,44,21,169,94,132,586,22,153,823,997,75,177,317,176,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1018,3606,2021.03.28 22:00:05
Fountain ,246,74,32,68,58,40,40,,,,,73,28,50,148,,,306,319,35,96,129,21,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,320,873,2021.03.28 22:00:05
Franklin ,144,47,23,26,31,37,,22,,,,41,,34,95,,0,186,185,,35,54,35,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,191,839,2021.03.28 22:00:05
Fulton ,260,98,43,62,62,50,36,38,21,,,78,30,59,178,,,344,357,43,122,124,26,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,358,1026,2021.03.28 22:00:05
Gibson ,474,185,72,107,105,90,80,63,46,29,24,146,51,143,295,,26,604,659,106,152,290,31,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,660,1683,2021.03.28 22:00:05
Grant ,1028,401,194,240,219,196,162,134,111,79,37,230,129,222,801,21,182,1165,1425,101,355,545,134,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1429,4373,2021.03.28 22:00:05
Greene ,496,176,69,94,120,93,85,80,43,32,27,162,52,141,291,,,660,672,71,342,166,37,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,672,1717,2021.03.28 22:00:05
Hamilton ,1493,524,231,286,352,290,237,172,147,108,78,359,130,324,1113,24,292,1515,1963,289,477,817,164,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2017,6142,2021.03.28 22:00:05
Hancock ,428,206,66,79,91,123,102,51,36,27,,114,44,124,332,,38,550,623,71,114,208,111,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,634,2397,2021.03.28 22:00:05
Harrison ,326,111,42,52,61,79,71,46,38,,,115,44,92,166,,,422,436,43,149,85,58,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,437,1680,2021.03.28 22:00:05
Hendricks ,1283,423,164,274,279,283,234,144,125,72,48,344,138,251,875,31,245,1333,1678,357,543,559,134,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1706,4917,2021.03.28 22:00:05
Henry ,536,206,68,122,135,104,104,63,62,39,,163,76,136,344,,,689,735,33,209,207,107,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,742,2744,2021.03.28 22:00:05
Howard ,1316,438,195,334,310,272,215,135,101,78,42,325,168,252,923,41,298,1380,1749,133,584,542,202,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1755,5617,2021.03.28 22:00:05
Huntington ,349,130,49,52,73,89,61,61,37,,,114,61,96,184,,,451,477,44,124,183,46,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,479,1623,2021.03.28 22:00:05
Jackson ,428,137,51,95,111,89,59,56,34,21,,116,60,109,266,,,526,554,39,113,193,86,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,565,2041,2021.03.28 22:00:05
Jasper ,330,112,43,74,92,71,63,33,,23,,110,52,81,183,,,411,442,44,113,163,41,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,442,1254,2021.03.28 22:00:05
Jay ,209,78,34,48,52,34,34,23,,,,70,30,41,133,,,270,287,28,84,85,23,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,287,968,2021.03.28 22:00:05
Jefferson ,361,127,61,77,69,70,65,51,29,22,,91,48,92,233,,,456,487,36,94,122,71,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,488,1739,2021.03.28 22:00:05
Jennings ,329,114,39,62,73,84,52,33,42,26,,107,38,101,182,,,421,434,27,144,78,65,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,443,1504,2021.03.28 22:00:05
Johnson ,1884,701,296,408,423,394,321,228,182,115,86,462,205,420,1361,55,170,2265,2558,361,887,922,235,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2585,6676,2021.03.28 22:00:05
Knox ,758,306,148,179,155,160,149,85,71,45,34,188,94,200,535,27,41,975,1059,69,372,407,78,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1064,2640,2021.03.28 22:00:05
Kosciusko ,801,246,116,168,196,166,127,79,71,44,26,214,109,163,509,,33,933,1036,124,338,338,81,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1047,3326,2021.03.28 22:00:05
Lagrange ,248,72,37,42,71,42,31,39,,,,73,30,53,149,,,294,319,40,122,104,21,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,320,899,2021.03.28 22:00:05
Lake ,6401,2376,1085,1589,1479,1204,1069,751,574,387,275,894,492,795,6236,151,4401,2846,8692,710,3099,2952,782,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,8777,28254,2021.03.28 22:00:05
Laporte ,1514,625,297,352,376,299,265,179,119,101,56,285,140,260,1356,36,490,1498,2128,219,1186,414,159,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2139,6930,2021.03.28 22:00:05
Lawrence ,748,287,105,177,181,147,130,77,74,52,29,205,71,231,490,21,,988,1032,156,429,283,51,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1036,2604,2021.03.28 22:00:05
Madison ,2021,836,308,438,485,435,340,297,198,122,96,461,245,458,1578,57,405,2322,2845,277,819,966,272,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2859,9301,2021.03.28 22:00:05
Marion,23724,9737,3856,5622,5890,4918,4064,2781,2051,1591,1069,3208,2256,2619,23952,458,17228,13718,32605,3846,14110,10353,2622,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,33470,83724,2021.03.28 22:00:05
Marshall ,444,130,52,110,105,89,79,50,26,28,,134,68,96,257,,,510,570,55,199,206,39,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,574,1808,2021.03.28 22:00:05
Martin ,135,51,23,31,24,,,21,,,,40,22,41,73,,,183,186,,92,46,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,186,820,2021.03.28 22:00:05
Miami ,414,174,70,93,113,76,75,49,46,27,,154,55,92,265,,,553,587,63,237,114,46,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,588,1787,2021.03.28 22:00:05
Monroe ,1496,753,292,375,359,343,279,193,137,100,73,326,161,365,1271,23,224,1910,2237,389,877,597,312,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2250,6156,2021.03.28 22:00:05
Montgomery ,565,206,98,113,153,119,94,54,38,36,25,177,64,150,337,,24,719,768,99,257,318,47,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,771,1925,2021.03.28 22:00:05
Morgan ,1100,386,150,203,257,219,182,132,119,81,52,282,143,292,695,38,,1432,1484,142,426,675,102,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,1486,3687,2021.03.28 22:00:05
Newton ,134,54,,31,45,,21,,,,,45,21,31,85,,,168,188,21,71,58,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,188,555,2021.03.28 22:00:05
Noble ,392,135,69,74,93,75,64,55,31,,,114,59,99,248,,,468,525,43,176,168,52,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,527,1866,2021.03.28 22:00:05
Ohio ,24,,,,,,,,,,0,,0,,26,0,0,33,35,,,,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,35,196,2021.03.28 22:00:05
Orange ,320,107,60,72,70,68,43,33,26,,,111,35,90,177,,,409,426,53,165,157,24,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,427,1244,2021.03.28 22:00:05
Owen ,316,142,48,57,82,58,53,49,40,22,,100,32,102,199,,,445,456,48,170,149,26,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,458,1148,2021.03.28 22:00:05
Parke ,189,69,22,37,42,37,26,25,25,22,,58,,54,113,,,245,257,33,123,68,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,258,954,2021.03.28 22:00:05
Perry ,265,101,30,70,58,55,51,39,25,,,80,26,74,176,,,350,368,28,175,115,29,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,368,965,2021.03.28 22:00:05
Pike ,148,56,22,41,35,27,23,,,,,45,,39,96,,,193,204,28,79,61,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,204,802,2021.03.28 22:00:05
Porter ,1521,579,236,342,325,294,302,193,152,103,62,358,149,296,1186,31,231,1606,2091,241,672,742,195,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,2100,6650,2021.03.28 22:00:05
Posey ,291,103,38,61,60,48,56,46,33,21,,77,51,89,151,,,375,393,36,131,176,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,394,983,2021.03.28 22:00:05
Pulaski ,128,47,22,23,26,24,21,,,,,44,,31,68,,,163,175,21,50,57,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,175,571,2021.03.28 22:00:05
Putnam ,432,157,65,73,111,92,79,55,28,30,27,124,57,123,256,,,567,588,53,251,196,31,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,589,1528,2021.03.28 22:00:05
Randolph ,267,108,38,69,63,58,41,31,30,,,88,30,59,188,,,351,375,24,114,107,39,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,375,1192,2021.03.28 22:00:05
Ripley ,225,66,29,43,59,39,45,30,,,,63,32,50,128,,,283,287,,51,104,48,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,291,1194,2021.03.28 22:00:05
Rush ,138,56,,40,31,23,25,22,,,,40,,31,105,,,187,189,,29,51,41,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,194,808,2021.03.28 22:00:05
Saint Joseph ,4243,1723,739,982,1063,772,757,515,410,267,186,758,452,617,3849,80,1967,3316,5895,686,2406,1718,478,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,5966,16834,2021.03.28 22:00:05
Scott ,268,129,37,64,73,66,57,37,,21,,73,43,69,197,,,382,393,28,97,103,49,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,397,1600,2021.03.28 22:00:05
Shelby ,413,176,67,93,98,98,82,51,44,27,,116,75,109,277,,,555,578,30,113,203,101,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,589,2156,2021.03.28 22:00:05
Spencer ,193,79,30,46,41,30,36,,,,,53,30,54,130,,,261,269,45,68,101,,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,273,804,2021.03.28 22:00:05
Starke ,282,122,40,59,64,55,52,42,25,24,,86,42,84,176,,0,388,404,33,123,165,24,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,404,1250,2021.03.28 22:00:05
Steuben ,290,114,41,85,70,58,52,34,25,,,101,35,63,193,,,379,399,50,148,109,40,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,404,1355,2021.03.28 22:00:05
Sullivan ,333,113,63,68,65,65,55,45,,23,,93,34,89,210,,0,435,444,60,138,180,40,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,446,1188,2021.03.28 22:00:05
Switzerland ,107,36,,29,22,28,,,,,,28,,22,75,,,133,143,,22,44,22,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,143,476,2021.03.28 22:00:05
Tippecanoe ,2437,884,491,623,574,451,370,247,178,129,103,457,238,383,2101,35,856,2190,3283,336,1346,1127,285,2,"In the last 12 months, has your utility company shut off your service for not paying your bills?",Utilities shut off last 12 mos.?,3321,8689,2021.03.28 22:00:05
