COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,63-67_COUNT,68-72_COUNT,73-77_COUNT,78-82_COUNT,83-87_COUNT,88-92_COUNT,93-97_COUNT,98-102_COUNT,103-107_COUNT,MARITAL_UNKNOWN_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,NATIVE_AMERICAN_COUNT,ASIAN_COUNT,BLACK_COUNT,HAWAIIAN_COUNT,WHITE_COUNT,HISPANIC_COUNT,MULTIRACIAL_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ASSOCIATES_COUNT,BACHELORS_COUNT,SOME_COLLEGE_COUNT,GRAD_SCHOOL_COUNT,OTHER_CREDENTIALS_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
"Vigo ",2899,1257,694,676,659,532,469,329,298,215,126,63,,,,,,0,0,0,,711,257,691,2304,79,,,459,,3497,103,36,4130,364,1356,882,99,59,0,25,221,483,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",4156,8501,2021.03.28 22:00:05
"Wabash ",504,198,80,117,107,111,97,54,45,36,22,,,,,0,0,0,0,0,0,149,58,152,317,,,0,,,655,,,698,58,98,172,22,0,0,0,,93,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",702,1249,2021.03.28 22:00:05
"Warren ",112,42,,28,34,25,,,,,,,0,,,,0,0,0,0,0,30,,35,60,,0,0,,0,145,,,154,,31,58,,,0,0,,,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",154,314,2021.03.28 22:00:05
"Warrick ",772,294,122,178,149,162,152,97,70,47,40,,,0,,0,,0,0,0,0,214,107,199,517,,0,,48,0,970,,,1062,142,235,310,26,,0,,34,82,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",1067,2217,2021.03.28 22:00:05
"Washington ",632,255,92,116,146,128,119,86,66,59,36,,,,,0,0,0,0,0,0,244,53,177,377,,,0,,0,844,,,881,62,116,177,,,0,,,146,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",888,1696,2021.03.28 22:00:05
"Wayne ",1778,750,373,368,387,386,291,226,183,116,95,31,,,,,0,0,,0,0,416,213,350,1445,54,,,214,0,2139,55,,2457,137,397,342,46,26,0,,60,584,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",2529,4308,2021.03.28 22:00:05
"Wells ",435,118,78,120,78,76,48,37,41,32,,,,,0,,0,,0,0,0,152,46,102,236,,,0,,0,521,,,551,44,57,161,,,0,0,,71,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",553,979,2021.03.28 22:00:05
"White ",367,129,65,74,73,71,73,53,21,24,,,,,,0,0,0,0,0,0,130,24,75,242,,0,0,,,458,21,,491,49,88,98,,,0,0,,62,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",496,972,2021.03.28 22:00:05
"Whitley ",436,137,55,106,106,76,74,40,30,35,23,,,,,0,0,0,0,0,0,130,45,94,291,,,,0,0,532,,,573,43,151,85,,,0,0,,77,"1","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food?","Not enough money for food last 12 mos.?",573,1090,2021.03.28 22:00:05
"Adams ",223,85,44,50,64,46,37,,,,,,,,0,0,0,0,0,0,0,56,27,57,160,,,0,,0,279,21,0,306,,73,105,,,0,,,31,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",308,1066,2021.03.28 22:00:05
"Allen ",4570,1579,768,1022,1108,913,710,501,359,264,169,78,30,22,,,,,0,0,,834,451,741,3849,103,,113,1989,,3490,404,68,6041,500,1844,1712,260,137,0,30,277,667,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",6149,20940,2021.03.28 22:00:05
"Bartholomew ",730,322,90,163,196,168,134,80,78,48,30,,,,,0,0,0,0,0,0,209,107,191,513,,,,42,,932,45,,1020,74,209,350,28,24,0,,,168,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1052,3837,2021.03.28 22:00:05
"Benton ",106,31,,,,26,,,,,0,,0,0,0,0,0,,0,0,0,38,,23,59,,0,0,,0,126,,0,137,,35,57,,,0,,,,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",137,391,2021.03.28 22:00:05
"Blackford ",181,75,26,36,64,36,25,22,,,,,,0,0,0,0,0,0,0,0,62,25,37,125,,,0,,0,244,,,256,,66,91,,,0,0,,27,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",256,701,2021.03.28 22:00:05
"Boone ",499,228,52,130,130,101,80,75,43,58,21,,,,,0,0,0,0,0,0,125,70,134,352,,0,0,34,0,657,27,,725,97,245,245,27,22,0,,,63,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",727,1965,2021.03.28 22:00:05
"Brown ",124,55,,,23,25,26,,,,,,,0,,0,0,0,0,0,0,48,,28,75,,0,0,,,171,,0,178,,51,36,,,0,,,23,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",179,616,2021.03.28 22:00:05
"Carroll ",168,63,,33,34,34,33,29,,,,,,0,0,0,0,0,0,0,0,52,,45,106,,0,,,0,217,,0,231,21,85,55,,,0,0,,24,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",231,709,2021.03.28 22:00:05
"Cass ",377,135,62,96,85,82,65,45,24,23,,,,,0,0,0,0,0,0,0,92,55,97,251,,0,0,,,446,43,,505,36,192,149,,,0,,,45,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",512,1646,2021.03.28 22:00:05
"Clark ",1299,445,173,265,296,251,244,165,122,84,53,22,,,,0,0,,0,0,0,293,158,272,951,30,,,271,,1339,60,27,1710,150,447,425,45,24,0,,29,288,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1744,6354,2021.03.28 22:00:05
"Clay ",518,178,55,107,114,108,89,55,62,32,29,,,,0,,0,0,0,0,0,185,78,133,282,,,,,0,669,,,695,77,290,249,,,0,0,,45,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",696,1715,2021.03.28 22:00:05
"Clinton ",509,242,80,104,135,112,108,58,54,32,22,,,,,,0,0,0,0,0,157,82,106,368,,,,,0,676,60,,738,94,368,197,,,0,,,41,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",751,1849,2021.03.28 22:00:05
"Crawford ",181,70,21,30,40,38,33,34,,,,,,,,,0,0,0,0,0,76,32,54,77,,,,,,237,,0,251,23,94,96,,0,0,,,,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",251,668,2021.03.28 22:00:05
"Daviess",387,135,54,85,78,80,86,39,32,21,,,,,,0,0,0,0,0,0,91,57,135,225,,,,,0,473,24,,516,63,226,141,,,0,,,25,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",522,1434,2021.03.28 22:00:05
"Dearborn ",313,123,42,68,67,74,70,40,39,,,,,0,0,0,0,0,0,0,0,93,47,60,224,,,0,,,420,,,429,45,99,86,,,0,0,,77,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",436,1806,2021.03.28 22:00:05
"Decatur ",253,79,34,61,51,50,51,30,,,,,,,0,0,0,0,0,0,0,62,32,65,153,,0,0,,0,315,,,328,21,56,103,,,0,,,58,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",332,1324,2021.03.28 22:00:05
"Dekalb ",396,148,68,88,80,100,63,50,35,,,,,,0,0,0,0,0,0,0,119,44,90,269,,0,,,,505,,,544,56,202,117,23,,0,0,,48,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",544,1830,2021.03.28 22:00:05
"Delaware ",1758,758,347,381,370,346,367,228,185,125,69,22,,,,,0,0,0,0,0,367,244,415,1375,50,,,359,,2065,42,24,2512,188,650,846,86,60,0,,52,294,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2516,7719,2021.03.28 22:00:05
"Dubois ",338,106,54,58,79,56,60,37,32,24,,,,,,0,,0,0,0,0,96,37,111,184,,,,,0,411,23,0,437,80,184,121,,,0,0,,22,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",444,1276,2021.03.28 22:00:05
"Elkhart ",2831,970,470,630,694,552,420,292,249,170,109,65,27,,,,,,0,0,0,573,364,485,2198,71,,,733,,2541,435,46,3729,450,1301,1353,101,38,0,,99,271,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",3801,11011,2021.03.28 22:00:05
"Fayette ",248,122,34,49,67,64,62,35,23,,,,,0,0,0,0,0,0,0,0,87,43,67,163,,,0,,0,357,,,367,26,101,75,,,0,,,72,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",371,1584,2021.03.28 22:00:05
"Floyd ",759,259,99,150,198,161,141,93,68,44,21,,,,,0,,0,0,0,0,169,94,132,586,22,,,153,,823,,,997,75,177,317,23,,0,,,176,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1018,3606,2021.03.28 22:00:05
"Fountain ",246,74,32,68,58,40,40,,,,,,,0,0,0,0,0,0,0,0,73,28,50,148,,0,0,,0,306,,,319,35,96,129,,,0,0,,21,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",320,873,2021.03.28 22:00:05
"Franklin ",144,47,23,26,31,37,,22,,,,,,,0,0,0,0,0,0,0,41,,34,95,,0,0,0,0,186,,,185,,35,54,,,0,0,,35,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",191,839,2021.03.28 22:00:05
"Fulton ",260,98,43,62,62,50,36,38,21,,,,,0,0,0,0,0,0,0,0,78,30,59,178,,0,,,0,344,,,357,43,122,124,,,0,,,26,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",358,1026,2021.03.28 22:00:05
"Gibson ",474,185,72,107,105,90,80,63,46,29,24,,,,,,0,,0,0,0,146,51,143,295,,,,26,,604,,,659,106,152,290,,,0,0,,31,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",660,1683,2021.03.28 22:00:05
"Grant ",1028,401,194,240,219,196,162,134,111,79,37,,,,,0,0,0,0,0,0,230,129,222,801,21,,,182,0,1165,56,,1425,101,355,545,40,,0,,22,134,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1429,4373,2021.03.28 22:00:05
"Greene ",496,176,69,94,120,93,85,80,43,32,27,,,,,,0,0,0,0,,162,52,141,291,,,0,,,660,,,672,71,342,166,,,0,,,37,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",672,1717,2021.03.28 22:00:05
"Hamilton ",1493,524,231,286,352,290,237,172,147,108,78,42,,,0,,,0,0,0,0,359,130,324,1113,24,,35,292,,1515,126,22,1963,289,477,817,64,94,0,,33,164,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2017,6142,2021.03.28 22:00:05
"Hancock ",428,206,66,79,91,123,102,51,36,27,,,,,,0,0,0,0,0,0,114,44,124,332,,,,38,,550,26,,623,71,114,208,,,0,,,111,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",634,2397,2021.03.28 22:00:05
"Harrison ",326,111,42,52,61,79,71,46,38,,,,,0,,0,0,0,0,0,0,115,44,92,166,,0,,,0,422,,0,436,43,149,85,,,0,,,58,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",437,1680,2021.03.28 22:00:05
"Hendricks ",1283,423,164,274,279,283,234,144,125,72,48,22,,,,0,,0,0,0,0,344,138,251,875,31,,,245,,1333,87,,1678,357,543,559,36,38,0,,21,134,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1706,4917,2021.03.28 22:00:05
"Henry ",536,206,68,122,135,104,104,63,62,39,,,,0,0,0,0,0,0,0,0,163,76,136,344,,0,0,,,689,,,735,33,209,207,,,0,0,,107,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",742,2744,2021.03.28 22:00:05
"Howard ",1316,438,195,334,310,272,215,135,101,78,42,24,,,,0,0,,0,0,0,325,168,252,923,41,0,,298,,1380,43,,1749,133,584,542,43,,0,,27,202,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1755,5617,2021.03.28 22:00:05
"Huntington ",349,130,49,52,73,89,61,61,37,,,,0,,,0,0,0,0,0,0,114,61,96,184,,,0,,0,451,,,477,44,124,183,,,0,,,46,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",479,1623,2021.03.28 22:00:05
"Jackson ",428,137,51,95,111,89,59,56,34,21,,,,,0,0,,0,0,0,0,116,60,109,266,,0,0,,0,526,,,554,39,113,193,,,0,0,,86,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",565,2041,2021.03.28 22:00:05
"Jasper ",330,112,43,74,92,71,63,33,,23,,,0,,0,0,0,0,0,0,0,110,52,81,183,,0,0,,0,411,,,442,44,113,163,,,0,0,26,41,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",442,1254,2021.03.28 22:00:05
"Jay ",209,78,34,48,52,34,34,23,,,,,0,0,,0,0,0,0,0,0,70,30,41,133,,0,0,,0,270,,0,287,28,84,85,,,0,0,,23,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",287,968,2021.03.28 22:00:05
"Jefferson ",361,127,61,77,69,70,65,51,29,22,,,,,,0,0,0,0,0,0,91,48,92,233,,,0,,,456,,,487,36,94,122,,,0,,,71,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",488,1739,2021.03.28 22:00:05
"Jennings ",329,114,39,62,73,84,52,33,42,26,,,,,0,0,0,0,0,0,0,107,38,101,182,,,0,,,421,,,434,27,144,78,,,0,0,,65,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",443,1504,2021.03.28 22:00:05
"Johnson ",1884,701,296,408,423,394,321,228,182,115,86,30,25,,,,0,0,0,0,,462,205,420,1361,55,,38,170,,2265,73,,2558,361,887,922,66,46,0,,45,235,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2585,6676,2021.03.28 22:00:05
"Knox ",758,306,148,179,155,160,149,85,71,45,34,,,,,,0,0,0,0,0,188,94,200,535,27,,0,41,0,975,26,,1059,69,372,407,68,,0,,39,78,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1064,2640,2021.03.28 22:00:05
"Kosciusko ",801,246,116,168,196,166,127,79,71,44,26,,,0,,,0,0,0,0,0,214,109,163,509,,,0,33,0,933,67,,1036,124,338,338,,,0,,,81,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1047,3326,2021.03.28 22:00:05
"Lagrange ",248,72,37,42,71,42,31,39,,,,,,0,0,0,0,0,0,0,0,73,30,53,149,,,0,,0,294,,,319,40,122,104,,,0,0,,21,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",320,899,2021.03.28 22:00:05
"Lake ",6401,2376,1085,1589,1479,1204,1069,751,574,387,275,119,51,26,,,,,,0,0,894,492,795,6236,151,,,4401,,2846,1376,52,8692,710,3099,2952,337,287,0,84,241,782,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",8777,28254,2021.03.28 22:00:05
"Laporte ",1514,625,297,352,376,299,265,179,119,101,56,29,,,,,,,0,0,0,285,140,260,1356,36,,,490,,1498,116,,2128,219,1186,414,44,,0,,23,159,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2139,6930,2021.03.28 22:00:05
"Lawrence ",748,287,105,177,181,147,130,77,74,52,29,,,,,,0,0,0,0,0,205,71,231,490,21,0,,,,988,22,,1032,156,429,283,26,,0,,22,51,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",1036,2604,2021.03.28 22:00:05
"Madison ",2021,836,308,438,485,435,340,297,198,122,96,39,21,,,,,0,0,0,,461,245,458,1578,57,,,405,,2322,85,,2845,277,819,966,84,34,0,,41,272,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2859,9301,2021.03.28 22:00:05
"Marion",23724,9737,3856,5622,5890,4918,4064,2781,2051,1591,1069,551,190,92,45,28,,,,0,,3208,2256,2619,23952,458,54,212,17228,29,13718,1821,216,32605,3846,14110,10353,1042,601,,207,422,2622,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",33470,83724,2021.03.28 22:00:05
"Marshall ",444,130,52,110,105,89,79,50,26,28,,,,,0,,,0,0,0,0,134,68,96,257,,,,,0,510,37,,570,55,199,206,27,,0,,,39,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",574,1808,2021.03.28 22:00:05
"Martin ",135,51,23,31,24,,,21,,,,,,0,0,0,,0,0,0,0,40,22,41,73,,0,0,,0,183,0,0,186,,92,46,,,0,0,,,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",186,820,2021.03.28 22:00:05
"Miami ",414,174,70,93,113,76,75,49,46,27,,,0,,,0,0,0,0,0,0,154,55,92,265,,0,0,,0,553,,,587,63,237,114,,,0,0,,46,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",588,1787,2021.03.28 22:00:05
"Monroe ",1496,753,292,375,359,343,279,193,137,100,73,26,,,,,0,0,0,0,,326,161,365,1271,23,,,224,,1910,64,,2237,389,877,597,71,53,0,,30,312,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",2250,6156,2021.03.28 22:00:05
"Montgomery ",565,206,98,113,153,119,94,54,38,36,25,,,0,,,0,0,0,0,,177,64,150,337,,0,,24,,719,,,768,99,257,318,,,0,0,,47,"2","In the last 12 months, has your utility company shut off your service for not paying your bills?","Utilities shut off last 12 mos.?",771,1925,2021.03.28 22:00:05
